session_id,f0_mean_hz,f0_std_hz,f0_range_hz,pause_ratio,voiced_ratio,energy_std,naq_mean,naq_std,h1h2_mean,h1h2_std
332,163.64032904742155,46.374253080995814,232.0,0.6690119092562721,0.3309880907437279,1.5137600902418211,0.055403863132535945,0.048886141606339584,2.0192681505584766,4.9799785837136215
333,115.06456289027653,33.99991929588666,165.0,0.7224388734138038,0.27756112658619625,1.370394832497267,0.043727645014728145,0.03954715893573828,0.6217914628683936,4.51039944690678
334,140.41386955400876,34.24499735329597,193.0,0.6041877123702819,0.39581228762971804,1.4067703083794851,0.08903907119337558,0.07582520368252112,4.656020999492301,6.633049926758326
335,206.80973894060216,44.65119495732534,290.0,0.6026864233224913,0.3973135766775087,1.855482511345661,0.061765753297842424,0.05423429148464639,3.943529522486556,5.781742648850557
336,114.7173238078013,34.73349971008273,167.0,0.6487628243814122,0.3512371756185878,1.610530988157119,0.07659600413528993,0.06349559713730986,2.3060631713589346,5.481866979623042
337,170.08023209283712,33.502291568127006,250.0,0.505859907331698,0.494140092668302,1.3179137115369859,0.07504003041079545,0.0572090600068035,2.716354379697391,5.549704344232261
338,181.25833595824147,43.77013458207573,260.0,0.6276244575143686,0.3723755424856315,1.8409351270813055,0.042989951138534495,0.042082667885351574,2.9389487720755043,4.91404191560446
339,78.23660090104086,12.63647669402874,110.0,0.7016073891225996,0.2983926108774004,1.2151350114037038,0.060105667926578135,0.049585301218061054,0.014909743361297452,4.779494474069183
340,98.98605324482735,34.9185661699516,148.0,0.7637116016752599,0.2362883983247401,1.269368012182265,0.045665872142130116,0.04730985180551569,0.9967816490157513,5.126539184189879
341,195.01062930305594,43.65427019376984,290.0,0.6182637664119146,0.38173623358808545,1.2776987985530797,0.07238368023744164,0.06160605179852965,3.478204470089313,5.052859911845795
343,113.08912723542791,36.14649141111005,155.0,0.7581904453790574,0.24180955462094253,0.9370458285734836,0.06561433667290846,0.06483435629062331,1.67203314841651,4.986288073669527
344,89.24654675429494,20.087979438331438,126.0,0.6023383768913342,0.39766162310866576,1.7739868121003552,0.04371381832050988,0.035137424474917446,0.1556175463326364,4.324461942929338
345,224.9733644859813,48.24195686530292,337.0,0.5013163032661956,0.4986836967338044,1.5971658804617193,0.07761294588900226,0.04995242880121302,3.330192236154213,5.7816039902079535
346,186.88480221356835,52.76957488970903,274.0,0.6006744092780383,0.39932559072196167,1.3120469344996781,0.08327025416576063,0.068628174873195,3.2056313738272637,5.619923141564427
347,142.6008440845457,50.146549273468004,210.5,0.7617435947744478,0.23825640522555222,0.9698567217556773,0.06411872004126143,0.06149021142028186,2.7733971275997735,6.009486809537246
348,203.0015040052313,48.47101165739085,283.0,0.5748540450375312,0.4251459549624687,1.3140031482664791,0.062385213998304136,0.05559813738792308,2.713160503780081,5.176684425886968
349,119.81140871334125,29.601537245930132,168.0,0.708928527372758,0.291071472627242,0.9687249384238003,0.0613349381045368,0.059859773135907096,3.5809513958102444,5.988173716095545
350,182.06920531449043,40.436527763313066,285.0,0.5441998661812903,0.45580013381870965,1.0603580807869775,0.05732625859927241,0.05554526470601015,2.891220276997232,5.091769635922074
351,202.40971283239972,38.8570641689045,288.0,0.5963824893774607,0.40361751062253926,1.322775399540405,0.08456090616572201,0.06497899861986953,5.443934056431553,6.514233538150822
352,199.04502648616833,45.74471405366826,301.0,0.5753114680769889,0.42468853192301115,1.3781454350712552,0.05829667746337123,0.05371846466543562,4.995123414642143,5.866108724610278
353,190.92291250624064,42.39652071030799,283.0,0.592264631043257,0.407735368956743,1.8060616571184758,0.04751071566073066,0.04790268481593589,4.852130002630718,6.1539139028682035
354,115.43929723915382,36.652407158711945,148.0,0.7582392815658536,0.24176071843414643,0.8478200158580246,0.0569672408289194,0.05615456491784517,0.9457021059078379,4.585027441159688
355,146.3012854283005,32.8697194258073,205.0,0.5779902178746109,0.4220097821253891,1.1554445927613741,0.0911246635926812,0.07232870904724238,4.245616554029051,6.1420020062360186
356,117.77489567384191,30.41973262423443,169.0,0.6508490566037736,0.34915094339622643,1.166516752089142,0.07079395875664875,0.05938872284860526,3.1287697139871384,5.48023741491417
357,134.43800925925925,39.29237892272904,180.0,0.7396398351052289,0.2603601648947711,1.2496733966132678,0.045442247002237944,0.04570404758884438,1.1660741216069042,5.395492054349636
358,139.80675896194137,41.67926380502172,201.0,0.7067956969332161,0.29320430306678397,1.1993195222315631,0.05201157654906391,0.050367729503143006,1.128018917761572,5.2745844220576235
359,134.31219975852235,35.197452437084834,186.0,0.623380644162579,0.376619355837421,1.7102846851087978,0.05845852531085266,0.05475062192198604,0.9036743887293608,5.264534814407628
360,219.12196695921529,39.705247324550314,317.0,0.560172570390554,0.439827429609446,1.2838360968382139,0.09404813775927567,0.07024425500138762,5.054616161399296,6.034972216937634
361,146.84302782581355,36.52025674032423,204.0,0.6036204452337555,0.3963795547662445,1.1963202567716176,0.06314323428726924,0.050747237995607354,1.4664092398989113,5.131594833680388
362,180.35022296270887,47.61021235102861,265.0,0.6542299937308325,0.34577000626916754,1.8178796492509073,0.04882804626731867,0.050365776802330044,3.215707275677494,5.342999383740512
363,128.87969770512865,30.94215279383031,180.0,0.5433260804016005,0.4566739195983995,1.2603567152235564,0.08874563580624067,0.07045136078920049,3.179616856748144,6.049146046742138
364,101.18283511938334,27.611363559271318,146.0,0.6417156425239547,0.3582843574760453,1.355870713109955,0.05374132839441484,0.04535284690169501,0.771054366186664,5.6155569459622185
365,126.40070268649042,66.50451321212385,290.0,0.8316198803829478,0.1683801196170523,1.3034972935280127,0.037941043979454796,0.04126996067391362,0.03658533413887985,4.973642195625667
366,123.3538079983466,36.25132643366859,177.0,0.6314113551355592,0.36858864486444076,1.2142044588083982,0.05701955508672571,0.047600781214922054,0.8573795358538367,5.328632640045275
367,127.02984037897836,27.416318014311702,185.0,0.5602775792450871,0.4397224207549129,1.1156053617974264,0.0726463043537657,0.05526520417977252,1.7428645125395978,4.8816563194178695
368,153.70588618564224,34.309094454349264,230.0,0.4335769117212873,0.5664230882787127,1.541375480015129,0.06227579760111278,0.05154046246550225,1.3260316852115588,5.562803877108389
369,218.36567941050396,45.64518151844179,311.0,0.5294258901727997,0.4705741098272003,1.3544161497530498,0.06869893884712494,0.0563274463718703,5.34955973890409,6.010855796651367
370,110.41845448358558,27.405354036926912,159.0,0.48938036256526096,0.510619637434739,1.4506382604564971,0.08363048340302248,0.05965774056431206,1.790086315279981,4.937581430604132
371,114.33625080354052,40.448917700120326,162.0,0.7781836130306021,0.22181638696939782,1.2534036767143983,0.032694640432789294,0.034911966675941555,0.1463847531705605,4.901581298456016
372,220.8334943340145,55.91754575175992,320.0,0.6443836666204227,0.3556163333795773,1.6264025393956998,0.05650788040060662,0.05145838871639543,2.9972322000526592,5.8563943280449235
373,81.5577779476692,17.08248199904135,120.0,0.5864279503596553,0.41357204964034466,1.0505481226665723,0.0422358590740926,0.04214610988429249,-0.5113928684257419,3.997951418271519
374,169.71147037998583,38.462635974534535,238.0,0.6051534142534305,0.39484658574656945,1.4636190789636827,0.05640676014121839,0.04766135420688774,3.0450448520118663,5.733728672778205
375,151.48825802615934,48.87924036421443,227.0,0.729238099837414,0.27076190016258594,1.0601663481948886,0.056202699444989616,0.051943590972311444,1.341061049032453,5.669373070217441
376,202.13411852436724,45.249855253627736,291.0,0.5554840596665691,0.44451594033343084,1.47821703860654,0.04965949388146181,0.047208956617593965,2.978383349178099,5.6434241890826184
378,203.8866243001967,49.035368175027955,275.0,0.6216466870470236,0.3783533129529763,1.4722540400120625,0.05576165721016212,0.05466860171803058,3.4792864177856155,5.779792105896447
379,100.646623575438,25.52661058800839,136.0,0.589328303844964,0.41067169615503596,1.440581012279388,0.0631843672576604,0.049937864324386134,0.15885627198621097,4.753593212106691
380,127.29885815392393,32.21932060519718,184.0,0.5372139151663107,0.4627860848336893,1.767911515446726,0.05534684761396297,0.044698742957682364,1.2665223180912064,5.189885496766663
381,105.56940712616823,30.172393016620923,160.0,0.6856696961351327,0.3143303038648673,0.9825787052112325,0.060070296222605526,0.051474259447942934,1.6606498523479847,5.129923957509957
382,125.91646696949104,40.29244207533193,193.0,0.6607699680898822,0.3392300319101178,1.2348722661987614,0.05129958865155,0.0469361540716596,1.152102861973471,5.336179988991904
383,106.21663864261694,25.826478068264354,152.0,0.6177370700674161,0.38226292993258393,1.4647473102261037,0.05839633482618584,0.05231810731326324,0.7548361185000921,5.4374167800754805
384,136.7887620425136,39.399393131817796,207.0,0.6336427550836953,0.3663572449163047,1.339231290778588,0.05625193087675835,0.04831532535203511,0.398551300198115,5.645571464083014
385,195.9139097744361,71.04988553889166,298.0,0.7520090992150062,0.24799090078499375,0.7794309356997278,0.06258556818760772,0.0613666445176163,2.9208075999218366,5.295001847403402
386,191.69327423471913,39.142435538518306,286.0,0.5137914778576308,0.4862085221423692,1.4109609218202763,0.059495051539432846,0.047832540886567236,3.912145521186279,5.562136440148753
387,141.77678522496848,63.84084654882358,297.0,0.6972909305064783,0.3027090694935218,1.42768489028055,0.06141235904669952,0.05818353758191645,1.7227098354115034,5.571284467682854
388,166.10025362829364,71.55502786005655,312.0,0.8292368956100143,0.17076310438998568,0.9826417445810796,0.036464079341618834,0.04315458007989029,1.2303443925829334,5.0101262778713345
389,147.384557030615,64.01113244699953,294.0,0.8063869742653615,0.19361302573463843,0.9471883399442326,0.0460924397940695,0.05069606080797495,3.34960104071758,5.8755315709223614
390,107.92806886420453,29.280631764283257,158.0,0.7140024618741201,0.2859975381258799,1.113613822569378,0.08023124757316778,0.06606453696917938,2.9979377441473734,5.343217329399538
